match_id,season_x,round,opponent,home_away,goals_for,goals_against,possession_pct,shots_x,shots_on_target,xG_x,season_y,player,minutes_played,goals,assists,shots_y,xG_y,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2022/2023,Araujo,2096,13,14,33,4.99,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2022/2023,Kounde,3035,12,1,12,14.08,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2022/2023,Balde,982,22,11,48,6.65,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2022/2023,Ter Stegen,2172,21,8,22,12.7,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Lewandowski,815,12,9,117,5.04,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Pedri,1110,2,9,43,0.91,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Gavi,1558,12,12,27,18.81,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,De Jong,2714,6,13,38,15.46,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Raphinha,1276,29,4,117,12.74,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Ferran Torres,2571,14,8,19,2.29,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Araujo,1139,4,0,103,0.57,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Kounde,1965,23,13,77,14.45,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Balde,1092,24,0,62,19.76,
1,2019/2020,1,Team_1,Home,3,0,64,18,7,2.29,2023/2024,Ter Stegen,1198,16,8,97,2.93,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Lewandowski,2720,14,4,29,7.05,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Pedri,2209,2,6,21,16.7,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Gavi,1604,5,13,18,9,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,De Jong,2690,19,9,95,15.71,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Raphinha,1392,9,13,68,17.94,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Ferran Torres,927,16,1,90,5.74,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Araujo,1036,24,6,82,3.22,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Kounde,2851,25,9,38,3.85,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Balde,1604,10,5,27,10.83,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2019/2020,Ter Stegen,2889,3,8,47,1.81,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Lewandowski,2500,24,5,85,4.53,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Pedri,1141,20,10,66,5.7,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Gavi,1530,7,1,21,12.85,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,De Jong,1254,9,12,26,8.67,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Raphinha,1501,25,13,73,7.4,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Ferran Torres,2645,10,0,60,2.26,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Araujo,2194,25,12,30,16.82,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Kounde,2858,3,0,68,6.29,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Balde,2050,21,1,64,13.44,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2020/2021,Ter Stegen,1557,21,4,65,4.69,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Lewandowski,1550,19,2,108,16.91,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Pedri,1164,10,1,82,15.53,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Gavi,2324,8,8,49,14.7,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,De Jong,2040,28,10,113,8.98,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Raphinha,1862,2,2,110,0.55,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Ferran Torres,2258,29,5,107,2.51,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Araujo,2436,11,10,58,3.17,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Kounde,1129,24,6,56,2.19,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Balde,1015,18,7,104,16.23,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2021/2022,Ter Stegen,2550,4,5,89,17.06,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Lewandowski,1912,11,14,68,19.76,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Pedri,2361,14,9,25,18.54,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Gavi,2617,20,5,16,1.16,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,De Jong,1428,6,8,57,2.75,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Raphinha,1626,22,12,91,15.03,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Ferran Torres,1734,2,1,68,16.66,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Araujo,2096,13,14,33,4.99,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Kounde,3035,12,1,12,14.08,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Balde,982,22,11,48,6.65,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2022/2023,Ter Stegen,2172,21,8,22,12.7,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Lewandowski,815,12,9,117,5.04,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Pedri,1110,2,9,43,0.91,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Gavi,1558,12,12,27,18.81,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,De Jong,2714,6,13,38,15.46,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Raphinha,1276,29,4,117,12.74,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Ferran Torres,2571,14,8,19,2.29,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Araujo,1139,4,0,103,0.57,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Kounde,1965,23,13,77,14.45,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Balde,1092,24,0,62,19.76,
2,2019/2020,2,Team_2,Away,2,2,60,18,7,2.3,2023/2024,Ter Stegen,1198,16,8,97,2.93,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Lewandowski,2720,14,4,29,7.05,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Pedri,2209,2,6,21,16.7,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Gavi,1604,5,13,18,9,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,De Jong,2690,19,9,95,15.71,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Raphinha,1392,9,13,68,17.94,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Ferran Torres,927,16,1,90,5.74,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Araujo,1036,24,6,82,3.22,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Kounde,2851,25,9,38,3.85,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Balde,1604,10,5,27,10.83,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2019/2020,Ter Stegen,2889,3,8,47,1.81,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Lewandowski,2500,24,5,85,4.53,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Pedri,1141,20,10,66,5.7,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Gavi,1530,7,1,21,12.85,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,De Jong,1254,9,12,26,8.67,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Raphinha,1501,25,13,73,7.4,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Ferran Torres,2645,10,0,60,2.26,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Araujo,2194,25,12,30,16.82,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Kounde,2858,3,0,68,6.29,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Balde,2050,21,1,64,13.44,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2020/2021,Ter Stegen,1557,21,4,65,4.69,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Lewandowski,1550,19,2,108,16.91,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Pedri,1164,10,1,82,15.53,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Gavi,2324,8,8,49,14.7,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,De Jong,2040,28,10,113,8.98,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Raphinha,1862,2,2,110,0.55,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Ferran Torres,2258,29,5,107,2.51,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Araujo,2436,11,10,58,3.17,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Kounde,1129,24,6,56,2.19,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Balde,1015,18,7,104,16.23,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2021/2022,Ter Stegen,2550,4,5,89,17.06,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Lewandowski,1912,11,14,68,19.76,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Pedri,2361,14,9,25,18.54,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Gavi,2617,20,5,16,1.16,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,De Jong,1428,6,8,57,2.75,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Raphinha,1626,22,12,91,15.03,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Ferran Torres,1734,2,1,68,16.66,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Araujo,2096,13,14,33,4.99,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Kounde,3035,12,1,12,14.08,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Balde,982,22,11,48,6.65,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2022/2023,Ter Stegen,2172,21,8,22,12.7,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Lewandowski,815,12,9,117,5.04,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Pedri,1110,2,9,43,0.91,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Gavi,1558,12,12,27,18.81,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,De Jong,2714,6,13,38,15.46,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Raphinha,1276,29,4,117,12.74,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Ferran Torres,2571,14,8,19,2.29,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Araujo,1139,4,0,103,0.57,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Kounde,1965,23,13,77,14.45,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Balde,1092,24,0,62,19.76,
3,2019/2020,3,Team_3,Away,2,1,51,15,6,3.32,2023/2024,Ter Stegen,1198,16,8,97,2.93,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Lewandowski,2720,14,4,29,7.05,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Pedri,2209,2,6,21,16.7,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Gavi,1604,5,13,18,9,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,De Jong,2690,19,9,95,15.71,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Raphinha,1392,9,13,68,17.94,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Ferran Torres,927,16,1,90,5.74,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Araujo,1036,24,6,82,3.22,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Kounde,2851,25,9,38,3.85,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Balde,1604,10,5,27,10.83,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2019/2020,Ter Stegen,2889,3,8,47,1.81,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Lewandowski,2500,24,5,85,4.53,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Pedri,1141,20,10,66,5.7,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Gavi,1530,7,1,21,12.85,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,De Jong,1254,9,12,26,8.67,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Raphinha,1501,25,13,73,7.4,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Ferran Torres,2645,10,0,60,2.26,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Araujo,2194,25,12,30,16.82,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Kounde,2858,3,0,68,6.29,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Balde,2050,21,1,64,13.44,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2020/2021,Ter Stegen,1557,21,4,65,4.69,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Lewandowski,1550,19,2,108,16.91,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Pedri,1164,10,1,82,15.53,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Gavi,2324,8,8,49,14.7,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,De Jong,2040,28,10,113,8.98,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Raphinha,1862,2,2,110,0.55,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Ferran Torres,2258,29,5,107,2.51,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Araujo,2436,11,10,58,3.17,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Kounde,1129,24,6,56,2.19,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Balde,1015,18,7,104,16.23,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2021/2022,Ter Stegen,2550,4,5,89,17.06,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Lewandowski,1912,11,14,68,19.76,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Pedri,2361,14,9,25,18.54,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Gavi,2617,20,5,16,1.16,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,De Jong,1428,6,8,57,2.75,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Raphinha,1626,22,12,91,15.03,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Ferran Torres,1734,2,1,68,16.66,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Araujo,2096,13,14,33,4.99,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Kounde,3035,12,1,12,14.08,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Balde,982,22,11,48,6.65,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2022/2023,Ter Stegen,2172,21,8,22,12.7,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Lewandowski,815,12,9,117,5.04,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Pedri,1110,2,9,43,0.91,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Gavi,1558,12,12,27,18.81,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,De Jong,2714,6,13,38,15.46,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Raphinha,1276,29,4,117,12.74,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Ferran Torres,2571,14,8,19,2.29,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Araujo,1139,4,0,103,0.57,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Kounde,1965,23,13,77,14.45,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Balde,1092,24,0,62,19.76,
4,2019/2020,4,Team_4,Away,3,0,50,19,4,2.07,2023/2024,Ter Stegen,1198,16,8,97,2.93,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Lewandowski,2720,14,4,29,7.05,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Pedri,2209,2,6,21,16.7,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Gavi,1604,5,13,18,9,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,De Jong,2690,19,9,95,15.71,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Raphinha,1392,9,13,68,17.94,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Ferran Torres,927,16,1,90,5.74,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Araujo,1036,24,6,82,3.22,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Kounde,2851,25,9,38,3.85,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Balde,1604,10,5,27,10.83,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2019/2020,Ter Stegen,2889,3,8,47,1.81,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Lewandowski,2500,24,5,85,4.53,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Pedri,1141,20,10,66,5.7,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Gavi,1530,7,1,21,12.85,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,De Jong,1254,9,12,26,8.67,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Raphinha,1501,25,13,73,7.4,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Ferran Torres,2645,10,0,60,2.26,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Araujo,2194,25,12,30,16.82,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Kounde,2858,3,0,68,6.29,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Balde,2050,21,1,64,13.44,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2020/2021,Ter Stegen,1557,21,4,65,4.69,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Lewandowski,1550,19,2,108,16.91,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Pedri,1164,10,1,82,15.53,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Gavi,2324,8,8,49,14.7,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,De Jong,2040,28,10,113,8.98,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Raphinha,1862,2,2,110,0.55,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Ferran Torres,2258,29,5,107,2.51,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Araujo,2436,11,10,58,3.17,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Kounde,1129,24,6,56,2.19,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Balde,1015,18,7,104,16.23,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2021/2022,Ter Stegen,2550,4,5,89,17.06,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Lewandowski,1912,11,14,68,19.76,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Pedri,2361,14,9,25,18.54,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Gavi,2617,20,5,16,1.16,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,De Jong,1428,6,8,57,2.75,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Raphinha,1626,22,12,91,15.03,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Ferran Torres,1734,2,1,68,16.66,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Araujo,2096,13,14,33,4.99,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Kounde,3035,12,1,12,14.08,
5,2019/2020,5,Team_5,Away,0,0,59,19,6,1.6,2022/2023,Balde,982,22,11,48,6.65,
